epoch,best_fitness
1,2.944648499671416
2,2.944648499671416
3,2.944648499671416
4,2.470233854114548
5,1.941164667108634
6,1.941164667108634
7,1.483736593736084
8,1.482030139665913
9,1.482030139665913
10,1.482030139665913
11,0.9587172585237869
12,0.9055290716708966
13,0.8823333355069987
14,0.7872371336275178
15,0.6902924927141166
16,0.6902924927141166
17,0.4490053557276288
18,0.4311962006405355
19,0.4311962006405355
20,0.4311962006405355
21,0.4311962006405355
22,0.4311962006405355
23,0.4311962006405355
24,0.174502481804263
25,0.1250213683252918
26,0.1250213683252918
27,0.1250213683252918
28,0.02731218427214734
29,0.02731218427214734
30,0.02731218427214734
31,0.02731218427214734
32,0.02731218427214734
33,0.02731218427214734
34,0.02731218427214734
35,0.02731218427214734
36,0.02731218427214734
37,0.02731218427214734
38,0.02731218427214734
39,0.02703063844390637
40,0.02703063844390637
41,0.02703063844390637
42,0.01409031375866985
43,0.01409031375866985
44,0.01409031375866985
45,0.008725328076225485
46,0.008717335947424338
47,0.008717335947424338
48,0.008717335947424338
49,0.008717335947424338
50,0.008717335947424338
51,0.008717335947424338
52,0.008717335947424338
53,0.008717335947424338
54,0.008717335947424338
55,0.008717335947424338
56,0.008518930745974476
57,0.008518930745974476
58,0.008518930745974476
59,0.008518930745974476
60,0.008518930745974476
61,0.008518930745974476
62,0.008518930745974476
63,0.008518930745974476
64,0.008518930745974476
65,0.008233264974455441
66,0.008233264974455441
67,0.004743516170581247
68,0.004741916289629321
69,0.004741916289629321
70,0.001931394409673134
71,0.001931394409673134
72,0.001931394409673134
73,0.001931394409673134
74,0.001931394409673134
75,0.001931394409673134
76,0.001931394409673134
77,0.001931394409673134
78,0.001930715630958917
79,0.001930715630958917
80,0.001930715630958917
81,0.001925930096641383
82,0.001925930096641383
83,0.001925930096641383
84,0.0003862598157259624
85,0.0003862598157259624
86,0.0003862598157259624
87,0.0001064963017271573
88,0.0001064963017271573
89,0.0001064963017271573
90,0.0001064963017271573
91,0.0001064400373939189
92,0.0001064400373939189
93,0.0001064400373939189
94,0.0001046047415263458
95,0.0001046047415263458
96,0.0001046047415263458
97,0.0001046047415263458
98,9.879141625606835e-05
99,9.879141625606835e-05
100,9.879141625606835e-05
101,9.879141625606835e-05
102,9.879141625606835e-05
103,9.845345722165724e-05
104,9.845345722165724e-05
105,9.845345722165724e-05
106,9.332710322431715e-05
107,9.332710322431715e-05
108,9.332710322431715e-05
109,9.119749625725118e-05
110,9.119749625725118e-05
111,9.119749625725118e-05
112,9.119749625725118e-05
113,9.119749625725118e-05
114,8.517230061822514e-05
115,8.517230061822514e-05
116,7.601271017265918e-05
117,7.601271017265918e-05
118,7.601271017265918e-05
119,7.601271017265918e-05
120,5.935505550747065e-05
121,5.935505550747065e-05
122,5.935505550747065e-05
123,5.935505550747065e-05
124,5.935505550747065e-05
125,5.389074247571945e-05
126,5.389074247571945e-05
127,5.389074247571945e-05
128,5.389074247571945e-05
129,5.388617439592669e-05
130,5.388617439592669e-05
131,5.388617439592669e-05
132,5.388617439592669e-05
133,5.388617439592669e-05
134,5.388617439592669e-05
135,5.388617439592669e-05
136,5.388617439592669e-05
137,5.388617439592669e-05
138,5.388617439592669e-05
139,5.388617439592669e-05
140,5.388617439592669e-05
141,5.388617439592669e-05
142,5.237985914368531e-05
143,5.237985914368531e-05
144,5.237985914368531e-05
145,4.839596989434062e-05
146,4.839596989434062e-05
147,4.839596989434062e-05
148,4.839596989434062e-05
149,4.839596989434062e-05
150,4.839596989434062e-05
151,4.839596989434062e-05
152,5.245534321612798e-06
153,5.245534321612798e-06
154,5.245534321612798e-06
155,5.245534321612798e-06
156,5.186280734728714e-06
157,5.186280734728714e-06
158,5.186280734728714e-06
159,5.186280734728714e-06
160,5.186280734728714e-06
161,5.186280734728714e-06
162,5.186280734728714e-06
163,5.186280734728714e-06
164,5.186280734728714e-06
165,5.186280734728714e-06
166,5.186280734728714e-06
167,5.186280734728714e-06
168,5.183466274616858e-06
169,5.183466274616858e-06
170,5.183466274616858e-06
171,4.956896906541336e-06
172,4.897643319657252e-06
173,4.897643319657252e-06
174,4.897643319657252e-06
175,4.897643319657252e-06
