epoch,best_fitness
1,2.087585764631069
2,2.087585764631069
3,1.171737754795532
4,0.8201071812951871
5,0.1200120628084688
6,0.08047998605439649
7,0.08047998605439649
8,0.08027169254044254
9,0.07777979487333582
10,0.07686725049578021
11,0.07633295242891273
12,0.07512519457029825
13,0.07512519457029825
14,0.0749000247619689
15,0.07435320414527702
16,0.07433622047224951
17,0.07412406589134653
18,0.07407317874651087
19,0.07407317874651087
20,0.07407317874651087
21,0.03118474461793632
22,0.03118474461793632
23,0.03118474461793632
24,0.03118375804983585
25,0.03118375804983585
26,0.03118375804983585
27,0.03117106675461809
28,0.03117106675461809
29,0.03117106675461809
30,0.03117106675461809
31,0.02598993253340758
32,0.02487215890257546
33,0.02487215890257546
34,0.02483028845162929
35,0.02483028845162929
36,0.02483028845162929
37,0.02483028845162929
38,0.02483028845162929
39,0.02483028845162929
40,0.02482819749890219
41,0.02481913788609472
42,0.02481913788609472
43,0.02481913788609472
44,0.02481913788609472
45,0.02481704747906452
46,0.02471752342166218
47,0.02471752342166218
48,0.02471752342166218
49,0.009511824340928976
50,0.009511824340928976
51,0.009511824340928976
52,0.008042051036914553
53,0.008036567961289083
54,0.008036567961289083
55,0.008000847465932524
56,0.008000847465932524
57,0.008000847465932524
58,0.008000847465932524
59,0.007995389128565893
60,0.007995389128565893
61,0.007995389128565893
62,0.004768077994530751
63,0.00476261965716412
64,0.00476261965716412
65,0.002514604600105207
66,0.002514604600105207
67,0.002514604600105207
68,0.002514604600105207
69,0.002514604600105207
70,0.002514604600105207
71,0.002510963096572045
72,0.002510963096572045
73,0.002510963096572045
74,0.002510743612736975
75,0.002510743612736975
76,0.002510743612736975
77,0.002507586665301313
78,0.002507367181466243
79,0.002507367181466243
80,0.002507367181466243
81,0.002507367181466243
82,0.002507349664454091
83,0.002507349664454091
84,0.002507349664454091
85,0.002221603880129129
86,0.002221603880129129
87,0.002221603880129129
88,0.002180895165273327
89,0.002180895165273327
90,0.002180895165273327
91,0.002179208063769104
92,0.002179208063769104
93,0.002179208063769104
94,0.002170362717991316
95,0.002161537426574093
96,0.002161537426574093
97,0.002161537426574093
98,0.002161537426574093
99,0.002160278307748005
100,0.002160278307748005
101,0.002160278307748005
102,0.002160278307748005
103,0.002160278307748005
104,0.002160278307748005
105,0.002160278307748005
106,0.002160278307748005
107,0.002160278307748005
108,0.002160278307748005
109,0.002160278307748005
110,0.002160278307748005
111,0.002160278307748005
112,0.002043641146259076
113,0.002043641146259076
114,0.002040623715327298
115,0.002040623715327298
116,0.002040623715327298
117,0.002040623715327298
118,0.002040623715327298
119,0.002040623715327298
120,0.002040623715327298
121,0.002040623715327298
122,0.00204060669072132
123,0.002040596484484247
124,0.002040596484484247
125,0.002040596484484247
126,0.002040596484484247
127,0.002040596484484247
128,0.002040596484484247
129,0.002040596484484247
130,0.002039757299307224
131,0.002039757299307224
132,0.0006307912224231389
133,0.0006307912224231389
134,0.0006307912224231389
135,0.0006307912224231389
136,0.0006307912224231389
137,0.0006307912224231389
138,0.0006307329032000638
139,0.0006307329032000638
140,0.0006307329032000638
141,0.0006307329032000638
142,0.0006307329032000638
143,0.0006307329032000638
144,0.0006307329032000638
145,0.0006307329032000638
146,0.0006307329032000638
147,0.0006080471922504542
148,0.0006080471922504542
149,0.0006080471922504542
150,0.0006080471922504542
151,0.0006024489561079019
152,0.0006024489561079019
153,0.0006024489561079019
154,0.0006024489561079019
155,0.0006024489561079019
156,0.000602215707637314
157,0.000602215707637314
158,0.000602215707637314
159,0.000602215707637314
160,0.0005998139137425559
161,2.839287641516377e-05
162,2.839287641516377e-05
163,2.59910825204057e-05
164,2.59910825204057e-05
165,2.59910825204057e-05
166,2.59910825204057e-05
167,2.59910825204057e-05
168,2.59910825204057e-05
169,2.59910825204057e-05
170,2.59910825204057e-05
171,2.59910825204057e-05
172,2.59910825204057e-05
173,2.59910825204057e-05
174,2.59910825204057e-05
175,2.59910825204057e-05
